nom_standard,code_insee,code_postal,dep_code,dep_nom,population,maire_nom,maire_prenom
Camoël,56030,56130.0,56,Morbihan,1122.0,LE GUEN,Bernard
Camors,56031,56330.0,56,Morbihan,3099.0,JARNO,Claude
Campénéac,56032,56800.0,56,Morbihan,1891.0,RENAUDIE,Hania
Carentoir,56033,56910.0,56,Morbihan,3043.0,NAËL,David
Carnac,56034,56340.0,56,Morbihan,4223.0,LEPICK,Olivier
Caro,56035,56140.0,56,Morbihan,1138.0,GICQUEL,Erwan
Caudan,56036,56850.0,56,Morbihan,7074.0,VÉLY,Fabrice
La Chapelle-Neuve,56039,56500.0,56,Morbihan,989.0,LE GARS,Hélène
Cléguer,56040,56620.0,56,Morbihan,3348.0,NICOLAZO,Alain
Cléguérec,56041,56480.0,56,Morbihan,2839.0,ROPERS,Marc
Colpo,56042,56390.0,56,Morbihan,2237.0,JAHIER,Freddy
Concoret,56043,56430.0,56,Morbihan,758.0,COIGNARD,Ronan
Cournon,56044,56200.0,56,Morbihan,802.0,JEHANNIN,Pascal
Le Cours,56045,56230.0,56,Morbihan,675.0,HOUEIX,Raymond
Crach,56046,56950.0,56,Morbihan,3422.0,BONNEMAINS,Jean-Loïc
Crédin,56047,56580.0,56,Morbihan,1498.0,AUDO,Daniel
Le Croisty,56048,56540.0,56,Morbihan,732.0,LAVAREC,Bruno
La Croix-Helléan,56050,56120.0,56,Morbihan,870.0,JOSSE,Jean Yves
Cruguel,56051,56420.0,56,Morbihan,659.0,BOULVAIS,David
Damgan,56052,56750.0,56,Morbihan,1917.0,LABESSE,Jean-Marie
Elven,56053,56250.0,56,Morbihan,6436.0,GICQUEL,Gérard
Erdeven,56054,56410.0,56,Morbihan,3974.0,RIGUIDEL,Dominique
Étel,56055,56410.0,56,Morbihan,2055.0,HERCEND,Guy
Évriguet,56056,56490.0,56,Morbihan,207.0,COUTANT,Sophie
Le Faouët,56057,56320.0,56,Morbihan,2808.0,FAIVRET,Christian
Férel,56058,56130.0,56,Morbihan,3404.0,RIVALAN,Nicolas
Les Fougerêts,56060,56200.0,56,Morbihan,948.0,CHESNAIS,Yannick
La Gacilly,56061,56200.0,56,Morbihan,3993.0,ROCHER,Jacques
Gâvres,56062,56680.0,56,Morbihan,680.0,CARTON,Christian
Gestel,56063,56530.0,56,Morbihan,2592.0,DAGORNE,Michel
Gourhel,56065,56800.0,56,Morbihan,737.0,ARGENTIN,Kévin
Gourin,56066,56110.0,56,Morbihan,3823.0,LE FLOC'H,Hervé
Grand-Champ,56067,56390.0,56,Morbihan,5782.0,LE MEUR,Dominique
La Grée-Saint-Laurent,56068,56120.0,56,Morbihan,312.0,GOUEDO,Martine
Groix,56069,56590.0,56,Morbihan,2282.0,ROGER,Marie-Françoise
Guégon,56070,56120.0,56,Morbihan,2251.0,AMIOT,Marie-Noëlle
Guéhenno,56071,56420.0,56,Morbihan,795.0,BAUCHE-GAVAUD,Nolwenn
Gueltas,56072,56920.0,56,Morbihan,513.0,LE STRAT,Sylvette
Guémené-sur-Scorff,56073,56160.0,56,Morbihan,1097.0,LE MOULLEC,René
Guénin,56074,56150.0,56,Morbihan,1856.0,ONNO,Anthony
Guer,56075,56380.0,56,Morbihan,6068.0,BLÉHER,Jean-Luc
Guern,56076,56310.0,56,Morbihan,1347.0,L'HOSTIS-LE DIAGON,Stéphanie
Le Guerno,56077,56190.0,56,Morbihan,983.0,GUILLOTIN,Gérard
Guidel,56078,56520.0,56,Morbihan,11947.0,DANIEL,Joël
Guillac,56079,56800.0,56,Morbihan,1383.0,ROUAULT,Stéphane
Guilliers,56080,56490.0,56,Morbihan,1337.0,LEMAZURIER,Joël
Guiscriff,56081,56560.0,56,Morbihan,2061.0,COURTEL,Renée
Helléan,56082,56120.0,56,Morbihan,382.0,GUILLEMAUD,Maryvonne
Hennebont,56083,56700.0,56,Morbihan,15746.0,DOLLÉ,Michèle
Le Hézo,56084,56450.0,56,Morbihan,865.0,DERBOIS,Guy
Hœdic,56085,56170.0,56,Morbihan,100.0,CHIFFOLEAU,Jean-Luc
Île-d'Houat,56086,56170.0,56,Morbihan,216.0,LE FUR,Philippe
Île-aux-Moines,56087,56780.0,56,Morbihan,628.0,LE BERIGOT,Philippe
Île-d'Arz,56088,56840.0,56,Morbihan,287.0,LOISEAU,Jean
Inguiniel,56089,56240.0,56,Morbihan,2191.0,LE MASLE,Jean-Louis
Inzinzac-Lochrist,56090,56650.0,56,Morbihan,6571.0,NICOLAS,Armelle
Josselin,56091,56120.0,56,Morbihan,2535.0,JAGOUDET,Nicolas
Kerfourn,56092,56920.0,56,Morbihan,831.0,MARIVAIN,Joël
Kergrist,56093,56300.0,56,Morbihan,715.0,GUERREY,Christophe
Kervignac,56094,56700.0,56,Morbihan,6966.0,LE FLOCH,Élodie
Landaul,56096,56690.0,56,Morbihan,2458.0,OLLIVIER-FRANKEL,Dominique
Landévant,56097,56690.0,56,Morbihan,4044.0,LE CALVE,Pascal
Lanester,56098,56600.0,56,Morbihan,23026.0,CARRERIC,Gilles
Langoëlan,56099,56160.0,56,Morbihan,396.0,LE MÉTAYER,Jean
Langonnet,56100,56630.0,56,Morbihan,1771.0,GUILLERM,Françoise
Languidic,56101,56440.0,56,Morbihan,8047.0,DUVAL,Laurent
Forges de Lanouée,56102,56120.0,56,Morbihan,2130.0,BIHOUEE,Jacques
Lantillac,56103,56120.0,56,Morbihan,294.0,BERTHO,Michel
Lanvaudan,56104,56240.0,56,Morbihan,807.0,ELIOT,Dominique
Lanvénégen,56105,56320.0,56,Morbihan,1139.0,CARLAC,Marie-José
Larmor-Baden,56106,56870.0,56,Morbihan,865.0,BERTHOLOM,Denis
Larmor-Plage,56107,56260.0,56,Morbihan,8318.0,VALTON,Patrice
Larré,56108,56230.0,56,Morbihan,1092.0,MALVILLE,Simone
Lauzach,56109,56190.0,56,Morbihan,1199.0,LE PENHUIZIC,Patrice
Lignol,56110,56160.0,56,Morbihan,849.0,LE YAOUANQ,Carole
Limerzel,56111,56220.0,56,Morbihan,1307.0,LUBERT,Serge
Lizio,56112,56460.0,56,Morbihan,775.0,GUILLERME,Gwen
Locmalo,56113,56160.0,56,Morbihan,898.0,LOHÉ,Jean-Charles
Locmaria,56114,56360.0,56,Morbihan,964.0,ROUSSELOT,Dominique
Locmaria-Grand-Champ,56115,56390.0,56,Morbihan,1811.0,LOHÉZIC,Martine
Locmariaquer,56116,56740.0,56,Morbihan,1557.0,CAGNARD,Hervé
Locminé,56117,56500.0,56,Morbihan,4626.0,SUPER,Grégoire
Locmiquélic,56118,56570.0,56,Morbihan,4075.0,PATUREL,Eric
Locoal-Mendon,56119,56550.0,56,Morbihan,3507.0,BELLEC,Karine
Locqueltas,56120,56390.0,56,Morbihan,1954.0,GUERNEVE,Michel
Lorient,56121,56100.0,56,Morbihan,57846.0,LOHER,Fabrice
Loyat,56122,56800.0,56,Morbihan,1701.0,BOURNE,Didier
Malansac,56123,56220.0,56,Morbihan,2244.0,RETHO,Morgane
Malestroit,56124,56140.0,56,Morbihan,2509.0,GICQUELLO,Bruno
Malguénac,56125,56300.0,56,Morbihan,1841.0,GUEGAN,Dominique
Marzan,56126,56130.0,56,Morbihan,2539.0,LE RALLE,Denis
Mauron,56127,56430.0,56,Morbihan,3170.0,CHASLES,Yves
Melrand,56128,56310.0,56,Morbihan,1519.0,BOULOUARD,Charles
Ménéac,56129,56490.0,56,Morbihan,1489.0,PICHARD,Michel
Merlevenez,56130,56700.0,56,Morbihan,3203.0,LE BOSSER,Bruno
Meslan,56131,56320.0,56,Morbihan,1456.0,WACRENIER,Sébastien
Meucon,56132,56890.0,56,Morbihan,2277.0,MESSAGER,Pierrick
Missiriac,56133,56140.0,56,Morbihan,1180.0,MARCY,Christelle
Mohon,56134,56490.0,56,Morbihan,985.0,DENIS,Josiane
Molac,56135,56230.0,56,Morbihan,1641.0,COSTA RIBEIRO GOMES,Marie-Claude
Monteneuf,56136,56380.0,56,Morbihan,758.0,YHUEL,Yann
Monterblanc,56137,56250.0,56,Morbihan,3316.0,MOQUET,Alban
Montertelot,56139,56800.0,56,Morbihan,365.0,JOLIVET,Nellie
Moréac,56140,56500.0,56,Morbihan,3698.0,ROSELIER,Pascal
Moustoir-Ac,56141,56500.0,56,Morbihan,1714.0,ROLLAND,Benoît
Muzillac,56143,56190.0,56,Morbihan,5041.0,CABON,Marie-Thérèse
Évellys,56144,56500.0,56,Morbihan,3415.0,CORRIGNAN,Gérard
Néant-sur-Yvel,56145,56430.0,56,Morbihan,1094.0,LOUAPRE,Philippe
Neulliac,56146,56300.0,56,Morbihan,1447.0,LE PONNER,Jean-Pierre
Nivillac,56147,56130.0,56,Morbihan,4810.0,DAVID,Guy
Nostang,56148,56690.0,56,Morbihan,1626.0,GOURDEN,Jean-Pierre
Noyal-Muzillac,56149,56190.0,56,Morbihan,2516.0,BEILLON,Patrick
Noyal-Pontivy,56151,56920.0,56,Morbihan,3607.0,ROPERT,Lionel
Le Palais,56152,56360.0,56,Morbihan,2552.0,GROLLEMUND,Tibault
Péaule,56153,56130.0,56,Morbihan,2782.0,BREGER,Jean François
Peillac,56154,56220.0,56,Morbihan,1857.0,JEGOU,Philippe
Pénestin,56155,56760.0,56,Morbihan,2028.0,PUISAY,Pascal
Persquen,56156,56160.0,56,Morbihan,352.0,CHENAIS,Myriam
Plaudren,56157,56420.0,56,Morbihan,1962.0,LE LUHERNE,Nathalie
Plescop,56158,56890.0,56,Morbihan,6225.0,LE TRIONNAIRE,Loïc
Pleucadeuc,56159,56140.0,56,Morbihan,1835.0,BALAC,Loïc
Pleugriffet,56160,56120.0,56,Morbihan,1286.0,LECUYER,Bernard
Ploemel,56161,56400.0,56,Morbihan,3056.0,LE TALLEC,Jean-Luc
Ploemeur,56162,56270.0,56,Morbihan,18591.0,LOAS,Ronan
Ploërdut,56163,56160.0,56,Morbihan,1243.0,GUILLOUX,Jean-Luc
Ploeren,56164,56880.0,56,Morbihan,6699.0,LORHO,Gilbert
Ploërmel,56165,56800.0,56,Morbihan,9879.0,LE DIFFON,Patrick
Plouay,56166,56240.0,56,Morbihan,5784.0,LE NAY,Gwenn
Plougoumelen,56167,56400.0,56,Morbihan,2605.0,BERTHELOT,Léna
Plouharnel,56168,56340.0,56,Morbihan,2261.0,LE PIOUFF-LE BIHAN,Chantal
Plouhinec,56169,56680.0,56,Morbihan,5354.0,LE CHAT,Sophie
Plouray,56170,56770.0,56,Morbihan,1033.0,MORVANT,Michel
Pluherlin,56171,56220.0,56,Morbihan,1518.0,GALUDEC,Jean-Pierre
Plumelec,56172,56420.0,56,Morbihan,2714.0,HAMON,Stephane
Pluméliau-Bieuzy,56173,56310.0,56,Morbihan,4438.0,ANNIC,Claude
Plumelin,56174,56500.0,56,Morbihan,2796.0,GUEGAN,Pierre
Plumergat,56175,56400.0,56,Morbihan,4179.0,CADORET,Sandrine
Pluneret,56176,56400.0,56,Morbihan,6140.0,VALLEIN,Franck
Pluvigner,56177,56330.0,56,Morbihan,7651.0,HINGRAY,Diane
Pontivy,56178,56300.0,56,Morbihan,14774.0,LE STRAT,Christine
Pont-Scorff,56179,56620.0,56,Morbihan,3965.0,NEVANNEN,Pierrik
Porcaro,56180,56380.0,56,Morbihan,744.0,CHEDALEUX,Sylvie
Port-Louis,56181,56290.0,56,Morbihan,2679.0,MARTIN,Daniel
Priziac,56182,56320.0,56,Morbihan,1011.0,LE NINIVEN,Dominique
Questembert,56184,56230.0,56,Morbihan,8001.0,LEMAIRE,Boris
Quéven,56185,56530.0,56,Morbihan,8790.0,BOUTRUCHE,Marc
Quiberon,56186,56170.0,56,Morbihan,4688.0,LE ROUX,Patrick
Quistinic,56188,56310.0,56,Morbihan,1421.0,PICHON,Antoine
Radenac,56189,56500.0,56,Morbihan,1067.0,LE BRETON,Bernard
Réguiny,56190,56500.0,56,Morbihan,1957.0,LE TARNEC,Jean-Luc
Réminiac,56191,56140.0,56,Morbihan,430.0,MARTIN,Michel
Riantec,56193,56670.0,56,Morbihan,5772.0,BONHOMME,Jean-Michel
Rieux,56194,56350.0,56,Morbihan,2851.0,POULAIN,Thierry
La Roche-Bernard,56195,56130.0,56,Morbihan,695.0,LE BORGNE,Bruno
Rochefort-en-Terre,56196,56220.0,56,Morbihan,635.0,COMBEAU,Stéphane
Val d'Oust,56197,56460.0,56,Morbihan,2790.0,PRUNET,Florence
Rohan,56198,56580.0,56,Morbihan,1573.0,LEMAN,Victorien
Roudouallec,56199,56110.0,56,Morbihan,709.0,COZIC,Paul
Ruffiac,56200,56140.0,56,Morbihan,1370.0,GUE,Thierry
Le Saint,56201,56110.0,56,Morbihan,600.0,REGNIER,Jérôme
Saint-Abraham,56202,56140.0,56,Morbihan,529.0,BERTHEVAS,Gaëlle
Saint-Aignan,56203,56480.0,56,Morbihan,630.0,LE DENMAT,Eric
Saint-Allouestre,56204,56500.0,56,Morbihan,625.0,LE ROY,Gérard
Saint-Armel,56205,56450.0,56,Morbihan,883.0,TESSIER-PETARD,Anne
Saint-Avé,56206,56890.0,56,Morbihan,11927.0,GALLO,Anne
Saint-Barthélemy,56207,56150.0,56,Morbihan,1168.0,KERVARREC,Yolande
Saint-Brieuc-de-Mauron,56208,56430.0,56,Morbihan,297.0,FICHET,Charles-Édouard
Sainte-Brigitte,56209,56480.0,56,Morbihan,181.0,DU PONTAVICE,Stéphane
Saint-Caradec-Trégomel,56210,56540.0,56,Morbihan,470.0,JACOBERT,William
Saint-Congard,56211,56140.0,56,Morbihan,801.0,HURTEBIZE,Didier
Saint-Dolay,56212,56130.0,56,Morbihan,2603.0,GERAUD,Patrick
Saint-Gérand-Croixanvec,56213,56920.0,56,Morbihan,1312.0,LE BRIS,Claude-Albert
Saint-Gildas-de-Rhuys,56214,56730.0,56,Morbihan,1565.0,LAYEC,Alain
Saint-Gonnery,56215,56920.0,56,Morbihan,1093.0,VIET,Claude
Saint-Gorgon,56216,56350.0,56,Morbihan,414.0,GICQUEL,Patrick
Saint-Gravé,56218,56220.0,56,Morbihan,728.0,BONNE,Dominique
Saint-Guyomard,56219,56460.0,56,Morbihan,1426.0,BRAUD,Maurice
Sainte-Hélène,56220,56700.0,56,Morbihan,1294.0,PERREL,Christèle
Saint-Jacut-les-Pins,56221,56220.0,56,Morbihan,1734.0,GUILLOTIN,Didier
Saint-Jean-Brévelay,56222,56660.0,56,Morbihan,2868.0,ROBIN,Guénaël
Saint-Jean-la-Poterie,56223,56350.0,56,Morbihan,1444.0,MATULL,Alexis
Saint-Laurent-sur-Oust,56224,56140.0,56,Morbihan,393.0,BERTHET,Michel
Saint-Léry,56225,56430.0,56,Morbihan,205.0,MANENC,Daniel
Saint-Malo-de-Beignon,56226,56380.0,56,Morbihan,543.0,HERRY,Marie-Hélène
Saint-Malo-des-Trois-Fontaines,56227,56490.0,56,Morbihan,580.0,LE NOE,Christian
Saint-Marcel,56228,56140.0,56,Morbihan,1127.0,ROBERT,Armelle
Saint-Martin-sur-Oust,56229,56200.0,56,Morbihan,1298.0,LE POGAM,Marion
Saint-Nicolas-du-Tertre,56230,56910.0,56,Morbihan,458.0,LE GOUÉ,Mickaël
Saint-Nolff,56231,56250.0,56,Morbihan,3901.0,LE GOFF-CARNEC,Nadine
Saint-Perreux,56232,56350.0,56,Morbihan,1065.0,JOUNEAU,Lionel
Saint-Philibert,56233,56470.0,56,Morbihan,1552.0,LE COTILLEC,François
Saint-Pierre-Quiberon,56234,56510.0,56,Morbihan,2236.0,DOYEN,Stéphanie
Saint-Servant,56236,56120.0,56,Morbihan,795.0,BRULE,Hervé
Saint-Thuriau,56237,56300.0,56,Morbihan,1875.0,POURCHASSE,Michel
Saint-Tugdual,56238,56540.0,56,Morbihan,370.0,SIOU,Raymond
Saint-Vincent-sur-Oust,56239,56350.0,56,Morbihan,1616.0,LE BOTERFF,Pierrick
Sarzeau,56240,56370.0,56,Morbihan,8977.0,DUPEYRAT,Jean-Marc
Sauzon,56241,56360.0,56,Morbihan,1027.0,JUHEL,Ronan
Séglien,56242,56160.0,56,Morbihan,638.0,GANIVET,Laurent
Séné,56243,56860.0,56,Morbihan,8944.0,SCULO,Sylvie
Sérent,56244,56460.0,56,Morbihan,3279.0,GUEGAN,Rozenn
Silfiac,56245,56480.0,56,Morbihan,483.0,CONSTANT,Olivier
Le Sourn,56246,56300.0,56,Morbihan,2135.0,VIDELO,Jean-Jacques
Sulniac,56247,56250.0,56,Morbihan,3829.0,CONAN,Marylène
Surzur,56248,56450.0,56,Morbihan,5008.0,CHENOT,Noëlle
Taupont,56249,56800.0,56,Morbihan,2330.0,SENTIER,Jean-Charles
Théhillac,56250,56130.0,56,Morbihan,609.0,LEMÉE,Christian
Theix-Noyalo,56251,56450.0,56,Morbihan,8403.0,SÉBILLE,Christian
Le Tour-du-Parc,56252,56370.0,56,Morbihan,1237.0,MOUSSET,François
Tréal,56253,56140.0,56,Morbihan,660.0,HERVE,Muriel
Trédion,56254,56250.0,56,Morbihan,1349.0,RIVOAL,Jean Pierre
Treffléan,56255,56250.0,56,Morbihan,2491.0,LE JALLE,Claude
Tréhorenteuc,56256,56430.0,56,Morbihan,114.0,GORTAIS,Michel
La Trinité-Porhoët,56257,56490.0,56,Morbihan,668.0,PHILIPPE,Michel
La Trinité-sur-Mer,56258,56470.0,56,Morbihan,1768.0,NORMAND,Yves
La Trinité-Surzur,56259,56190.0,56,Morbihan,1721.0,ROSSI,Vincent
Vannes,56260,56000.0,56,Morbihan,54420.0,ROBO,David
La Vraie-Croix,56261,56250.0,56,Morbihan,1474.0,GUIBLIN,Pascal
Le Bono,56262,56400.0,56,Morbihan,2581.0,DREVES,Yves
Sainte-Anne-d'Auray,56263,56400.0,56,Morbihan,2827.0,GASTINE,Roland
Kernascléden,56264,56540.0,56,Morbihan,407.0,CARARIC,Christophe
Aboncourt,57001,57920.0,57,Moselle,321.0,MERESSE,Laurent
Aboncourt-sur-Seille,57002,57590.0,57,Moselle,65.0,BAGNON,Fabrice
Abreschviller,57003,57560.0,57,Moselle,1418.0,RIEHL,Emmanuel
Achain,57004,57340.0,57,Moselle,79.0,RENARD,Louis
Achen,57006,57412.0,57,Moselle,976.0,SCHRUB,Laurent
Adaincourt,57007,57580.0,57,Moselle,131.0,SURLUTTE,Eric
Adelange,57008,57380.0,57,Moselle,210.0,FULLER,Jean-Marc
Ajoncourt,57009,57590.0,57,Moselle,103.0,VERHEE,René
Alaincourt-la-Côte,57010,57590.0,57,Moselle,159.0,DOYEN,Bernard
Albestroff,57011,57670.0,57,Moselle,614.0,MUSSOT,Germain
Algrange,57012,57440.0,57,Moselle,6087.0,PERON,Patrick
Alsting,57013,57515.0,57,Moselle,2499.0,HEHN,Jean-Claude
Altrippe,57014,57660.0,57,Moselle,369.0,KONIECZNY,Alain
Altviller,57015,57730.0,57,Moselle,546.0,BALLEVRE,Jean-Jacques
Alzing,57016,57320.0,57,Moselle,396.0,EGLER,Jean-Marie
Amanvillers,57017,57865.0,57,Moselle,2121.0,LOGIN,Frédérique
Amelécourt,57018,57170.0,57,Moselle,121.0,DERMIGNY,Bénédicte
Amnéville,57019,57360.0,57,Moselle,10828.0,MUNIER,Eric
Ancerville,57020,57580.0,57,Moselle,301.0,ANGELAUD,Patrick
Ancy-Dornot,57021,57130.0,57,Moselle,1490.0,SOULIER,Gilles
Angevillers,57022,57440.0,57,Moselle,1311.0,COLIN,Jean-Marie
Antilly,57024,57640.0,57,Moselle,191.0,DEMUYNCK,Arnaud
Anzeling,57025,57320.0,57,Moselle,496.0,PIERROT,Alain
Apach,57026,57480.0,57,Moselle,1071.0,FELTZ-VILLAIN,Emilie
Arraincourt,57027,57380.0,57,Moselle,121.0,GEORGES,Evelyne
Argancy,57028,57640.0,57,Moselle,1330.0,EMMENDOERFFER,Jocelyne
Arriance,57029,57580.0,57,Moselle,217.0,JACOB,Jean-Marc
Arry,57030,57680.0,57,Moselle,547.0,VARNIER,Philippe
Ars-Laquenexy,57031,57530.0,57,Moselle,934.0,STREBLY,Dominique
Ars-sur-Moselle,57032,57130.0,57,Moselle,4651.0,HODY,Pascal
Arzviller,57033,57405.0,57,Moselle,531.0,SCHOTT,Philippe
Aspach,57034,57790.0,57,Moselle,35.0,GENIN,Alain
Assenoncourt,57035,57260.0,57,Moselle,114.0,PELTRE,Martine
Attilloncourt,57036,57170.0,57,Moselle,100.0,GAZIN,Patrick
Aube,57037,57580.0,57,Moselle,265.0,MOULON,Jean-Christophe
Audun-le-Tiche,57038,57390.0,57,Moselle,7180.0,FATTORELLI,Viviane
Augny,57039,57685.0,57,Moselle,2136.0,HENRION,François
Aulnois-sur-Seille,57040,57590.0,57,Moselle,299.0,PROVOST,Jean-Luc
Aumetz,57041,57710.0,57,Moselle,2384.0,DESTREMONT,Gilles
Avricourt,57042,57810.0,57,Moselle,581.0,DENNY,Eric
Ay-sur-Moselle,57043,57300.0,57,Moselle,1566.0,LAPOIRIE,Catherine
Azoudange,57044,57810.0,57,Moselle,114.0,BARTEL,Marc
Bacourt,57045,57590.0,57,Moselle,112.0,BELLOY,Thierry
Baerenthal,57046,57230.0,57,Moselle,746.0,WEIL,Serge
Bambiderstroff,57047,57690.0,57,Moselle,1034.0,ZWIEBEL,Christian
Bannay,57048,57220.0,57,Moselle,71.0,GOSSLER,François
Le Ban-Saint-Martin,57049,57050.0,57,Moselle,4617.0,HASSER,Henri
Barchain,57050,57830.0,57,Moselle,109.0,UNTERNEHR,Roger
Baronville,57051,57340.0,57,Moselle,372.0,JACQUOT,Bernard
Barst,57052,57450.0,57,Moselle,573.0,PIERRE,Laurent
Bassing,57053,57260.0,57,Moselle,109.0,LEGRAND,Christian
Baudrecourt,57054,57580.0,57,Moselle,180.0,BIZE,Martine
Bazoncourt,57055,57530.0,57,Moselle,541.0,BERTRAND,Dominique
Bébing,57056,57830.0,57,Moselle,188.0,LEINEN,Kristina
Béchy,57057,57580.0,57,Moselle,606.0,DROUIN,Gilles
Behren-lès-Forbach,57058,57460.0,57,Moselle,6433.0,FERRAU,Dominique
Bellange,57059,57340.0,57,Moselle,55.0,,
Bénestroff,57060,57670.0,57,Moselle,519.0,JAYER,Francis
Béning-lès-Saint-Avold,57061,57800.0,57,Moselle,1136.0,RAMSAIER,Simone
Berg-sur-Moselle,57062,57570.0,57,Moselle,442.0,NOUSSE,Denis
Bérig-Vintrange,57063,57660.0,57,Moselle,215.0,BORN,Guy
Berling,57064,57370.0,57,Moselle,278.0,HAMM,Ernest
Bermering,57065,57340.0,57,Moselle,207.0,ANTOINE,Philippe
Berthelming,57066,57930.0,57,Moselle,510.0,ERHARD,Claude
Bertrange,57067,57310.0,57,Moselle,2859.0,PERRIN,Jean-Luc
Berviller-en-Moselle,57069,57550.0,57,Moselle,460.0,GILLOT,Laurine
Bettange,57070,57220.0,57,Moselle,246.0,OGET,Jean-Michel
Bettborn,57071,57930.0,57,Moselle,388.0,MARTIN,Pascal
Bettelainville,57072,57640.0,57,Moselle,622.0,DIOU,Bernard
Betting,57073,57800.0,57,Moselle,861.0,RAUSCH,Roland
Bettviller,57074,57410.0,57,Moselle,814.0,MULLER,Stéphan
Beux,57075,57580.0,57,Moselle,293.0,GUITTER,Bernard
Beyren-lès-Sierck,57076,57570.0,57,Moselle,504.0,GAILLOT,Philippe
Bezange-la-Petite,57077,57630.0,57,Moselle,95.0,SEVE,Hervé
Bibiche,57079,57320.0,57,Moselle,440.0,WEISTROFFER,Jean-Paul
Bickenholtz,57080,57635.0,57,Moselle,84.0,HOLTZINGER,Sylvain
Bidestroff,57081,57260.0,57,Moselle,126.0,BELLO,Hervé
Biding,57082,57660.0,57,Moselle,341.0,BADO,Christophe
Bining,57083,57410.0,57,Moselle,1184.0,RUFF,Monique
Bioncourt,57084,57170.0,57,Moselle,300.0,PERRIN,Philippe
Bionville-sur-Nied,57085,57220.0,57,Moselle,393.0,BAZIN,Gérard
Belles-Forêts,57086,57930.0,57,Moselle,233.0,HUSSON,Marina
Bisten-en-Lorraine,57087,57220.0,57,Moselle,253.0,THIL,Pierre
Bistroff,57088,57660.0,57,Moselle,306.0,DELLES,Jean
Bitche,57089,57230.0,57,Moselle,4958.0,KIEFFER,Benoît
Blanche-Église,57090,57260.0,57,Moselle,107.0,BOUBEL,Alain
Bliesbruck,57091,57200.0,57,Moselle,991.0,LUTZ,Jean-Luc
Blies-Ébersing,57092,57200.0,57,Moselle,603.0,TARILLON,Pascal
Blies-Guersviller,57093,57200.0,57,Moselle,650.0,ROTH,Roland
Boucheporn,57095,57220.0,57,Moselle,570.0,FICKINGER,Micheline
Boulange,57096,57655.0,57,Moselle,2450.0,FALCHI,Antoine
Boulay-Moselle,57097,57220.0,57,Moselle,5524.0,SCHUTZ,Philippe
Bourgaltroff,57098,57260.0,57,Moselle,231.0,HINSCHBERGER,Sylvain
Bourdonnay,57099,57810.0,57,Moselle,241.0,BARBIER,Armelle
Bourscheid,57100,57370.0,57,Moselle,175.0,IDOUX,Régis
Bousbach,57101,57460.0,57,Moselle,1208.0,KIEFFER,Constant
Bousse,57102,57310.0,57,Moselle,3231.0,KOWALCZYK,Pierre
Bousseviller,57103,57230.0,57,Moselle,118.0,LEONCINI,Manuel
Boust,57104,57570.0,57,Moselle,1154.0,KREMER,Guy
Boustroff,57105,57380.0,57,Moselle,151.0,THIS,Rémy
Bouzonville,57106,57320.0,57,Moselle,3929.0,CHABANE,Armel
Bréhain,57107,57340.0,57,Moselle,103.0,BUTLINGAIRE,Olivier
Breidenbach,57108,57720.0,57,Moselle,312.0,MATHI,Chris
Breistroff-la-Grande,57109,57570.0,57,Moselle,834.0,SCHMITT,Michel
Brettnach,57110,57320.0,57,Moselle,426.0,CHAMPLON,Annette
Bronvaux,57111,57535.0,57,Moselle,511.0,FAVIER,Jean-Luc
Brouck,57112,57220.0,57,Moselle,82.0,SCHNEIDER,Marc Lucien
Brouderdorff,57113,57565.0,57,Moselle,971.0,KLOCK,François
Brouviller,57114,57635.0,57,Moselle,428.0,ALLARD,Antoine
Brulange,57115,57340.0,57,Moselle,97.0,MAYOT,Jean-Claude
Buchy,57116,57420.0,57,Moselle,96.0,KLEIN,Christian
Buding,57117,57920.0,57,Moselle,574.0,SCHIANO,Philippe
Budling,57118,57970.0,57,Moselle,162.0,GUERDER,Norbert
Buhl-Lorraine,57119,57400.0,57,Moselle,1196.0,KLEIN,Franck
Burlioncourt,57120,57170.0,57,Moselle,114.0,RICATTE,François
Burtoncourt,57121,57220.0,57,Moselle,225.0,HOUPERT,André
Cappel,57122,57450.0,57,Moselle,682.0,LESZCZUK,Marie-Claire
Carling,57123,57490.0,57,Moselle,3373.0,ADIER,Gaston
Cattenom,57124,57570.0,57,Moselle,2606.0,ZENNER,Bernard
Chailly-lès-Ennery,57125,57365.0,57,Moselle,415.0,TURCK,Gilbert
Chambrey,57126,57170.0,57,Moselle,319.0,PEIFFERT,Patrick
Chanville,57127,57580.0,57,Moselle,148.0,HESSE,Jean-François
Charleville-sous-Bois,57128,57220.0,57,Moselle,297.0,CRIDELICH,Jérôme
Charly-Oradour,57129,57640.0,57,Moselle,775.0,HUBERTY,René
Château-Bréhain,57130,57340.0,57,Moselle,72.0,LALLEMENT,Michel
Château-Rouge,57131,57320.0,57,Moselle,296.0,BERNARD,René
Château-Salins,57132,57170.0,57,Moselle,2297.0,BENIMEDDOURENE,Gaëtan
Château-Voué,57133,57170.0,57,Moselle,100.0,SCHMITT-KNAFF,Isabelle
Châtel-Saint-Germain,57134,57160.0,57,Moselle,1892.0,ANCEL,Claire
Chémery-les-Deux,57136,57320.0,57,Moselle,580.0,OCHEM,Maurice
Cheminot,57137,57420.0,57,Moselle,816.0,HENOT,François
Chenois,57138,57580.0,57,Moselle,82.0,CHIR,Sandrine
