nom_standard,code_insee,code_postal,dep_code,dep_nom,population,maire_nom,maire_prenom
Aucazein,09025,9800.0,09,Ariège,58.0,AGERT,Marcel
Audressein,09026,9800.0,09,Ariège,147.0,ANGLADE,Michel
Augirein,09027,9800.0,09,Ariège,80.0,DAFFIS,Charles
Aulus-les-Bains,09029,9140.0,09,Ariège,159.0,BOYER,Patrick
Auzat,09030,9220.0,09,Ariège,531.0,EL YACOUBI,Abdel
Axiat,09031,9250.0,09,Ariège,44.0,SICRE,Maurice
Ax-les-Thermes,09032,9110.0,09,Ariège,1283.0,FOURCADE,Dominique
Bagert,09033,9230.0,09,Ariège,36.0,NUNES,Angel
Balacet,09034,9800.0,09,Ariège,44.0,POIGNANT,Anselme
Balaguères,09035,9800.0,09,Ariège,197.0,ROQUES,Jean-Claude
Barjac,09037,9230.0,09,Ariège,43.0,ARTAUD,Daniel
La Bastide-de-Besplas,09038,9350.0,09,Ariège,377.0,ANTOLINI,Dominique
La Bastide-de-Bousignac,09039,9500.0,09,Ariège,340.0,SIMORRE,Alain
La Bastide-de-Lordat,09040,9700.0,09,Ariège,290.0,PAGLIARINO FREYCHE,Jacqueline
La Bastide-du-Salat,09041,9160.0,09,Ariège,202.0,ROUSSEAU,Véronique
La Bastide-de-Sérou,09042,9240.0,09,Ariège,985.0,PILLON,Christophe
La Bastide-sur-l'Hers,09043,9600.0,09,Ariège,674.0,LOPEZ,Guillaume
Baulou,09044,9000.0,09,Ariège,167.0,ESQUIROL,Nathalie
Bédeilhac-et-Aynat,09045,9400.0,09,Ariège,197.0,MARTINS,Christine
Bédeille,09046,9230.0,09,Ariège,71.0,INCAMPS,Daniel
Bélesta,09047,9300.0,09,Ariège,1078.0,GIRMA,Marcel
Belloc,09048,9600.0,09,Ariège,83.0,ALARD,Éric
Bénac,09049,9000.0,09,Ariège,173.0,CAYROL,Paul
Benagues,09050,9100.0,09,Ariège,515.0,BERGE,Josiane
Bénaix,09051,9300.0,09,Ariège,152.0,BARRAU-HILLOT,Jean
Besset,09052,9500.0,09,Ariège,166.0,VALETTE,Frédéric
Bestiac,09053,9250.0,09,Ariège,24.0,TAURIAC,Gérard
Betchat,09054,9160.0,09,Ariège,356.0,GALY,Patrick
Bethmale,09055,9800.0,09,Ariège,92.0,VIATGE,Danielle
Bézac,09056,9100.0,09,Ariège,467.0,CHABÉ,Jean-Paul
Biert,09057,9320.0,09,Ariège,312.0,LAZAROO,Gilbert
Bompas,09058,9400.0,09,Ariège,194.0,GONCALVES,Joseph
Bonac-Irazein,09059,9800.0,09,Ariège,124.0,PONT,Véronique
Bonnac,09060,9100.0,09,Ariège,783.0,COURNEIL,Daniel
Les Bordes-sur-Arize,09061,9350.0,09,Ariège,489.0,CAMPS,Frédéric
Bordes-Uchentein,09062,9800.0,09,Ariège,213.0,LAFFONT,Patrick
Le Bosc,09063,9000.0,09,Ariège,114.0,RODRIGUEZ,Nathalie
Bouan,09064,9310.0,09,Ariège,40.0,MARTIN,Chantal
Boussenac,09065,9320.0,09,Ariège,233.0,COUPLAN,Claudine
Brassac,09066,9000.0,09,Ariège,621.0,DEGRAVES,Laurence
Brie,09067,9700.0,09,Ariège,210.0,PEYREFITTE,Isabelle
Burret,09068,9000.0,09,Ariège,44.0,VILLENEUVE,Jean Pierre
Buzan,09069,9800.0,09,Ariège,33.0,GACHEIN ÉPOUSE AUDUBERT,Françoise
Les Cabannes,09070,9310.0,09,Ariège,330.0,GERAUD,Daniel
Cadarcet,09071,9240.0,09,Ariège,216.0,BOUCHE,Michel
Calzan,09072,9120.0,09,Ariège,41.0,MARTINEZ,Denis
Camarade,09073,9290.0,09,Ariège,203.0,BAZY,Jean Marc
Camon,09074,9500.0,09,Ariège,150.0,CZECZOTKA,Sylvie
Campagne-sur-Arize,09075,9350.0,09,Ariège,285.0,COMMENGE,Jean-Claude
Canté,09076,9700.0,09,Ariège,202.0,CANCEL,Eric
Capoulet-et-Junac,09077,9400.0,09,Ariège,189.0,LACASSIN,Christian
Carcanières,09078,9460.0,09,Ariège,72.0,CAYROL,Jacques
Carla-Bayle,09079,9130.0,09,Ariège,796.0,SANS,Jean-François
Carla-de-Roquefort,09080,9300.0,09,Ariège,169.0,GARCIA,Sandrine
Le Carlaret,09081,9100.0,09,Ariège,274.0,SOULA,Jean-Marc
Castelnau-Durban,09082,9420.0,09,Ariège,454.0,EYCHENNE,Marie-Pierre
Castéras,09083,9130.0,09,Ariège,22.0,MOREAUD,Rosine
Castex,09084,9350.0,09,Ariège,95.0,COURTIAL,Anne
Castillon-en-Couserans,09085,9800.0,09,Ariège,423.0,TIMBART,Patrick
Caumont,09086,9160.0,09,Ariège,336.0,MÉRIC,Jean Jacques
Caussou,09087,9250.0,09,Ariège,44.0,LAPLUME,Anne
Caychax,09088,9250.0,09,Ariège,14.0,DOUMENG,Jean-Pierre
Cazals-des-Baylès,09089,9500.0,09,Ariège,56.0,TRINDADE,Luc
Cazaux,09090,9120.0,09,Ariège,41.0,CARRIERE,Danielle
Cazavet,09091,9160.0,09,Ariège,196.0,OSMOND,Geneviève
Cazenave-Serres-et-Allens,09092,9400.0,09,Ariège,61.0,VERMONT,François
Celles,09093,9000.0,09,Ariège,147.0,AUTHIÉ,René Bernard
Cérizols,09094,9230.0,09,Ariège,139.0,BLAIN,Marie-Léone
Cescau,09095,9800.0,09,Ariège,161.0,HUC,Martine
Château-Verdun,09096,9310.0,09,Ariège,41.0,BOËS,Thierry
Clermont,09097,9420.0,09,Ariège,117.0,MIROUSE,Alex
Contrazy,09098,9230.0,09,Ariège,67.0,TORRELL,Christian
Cos,09099,9000.0,09,Ariège,368.0,DUBUC,Marie-Christine
Couflens,09100,9140.0,09,Ariège,99.0,RICHL,Henri
Coussa,09101,9120.0,09,Ariège,290.0,FIS,Raymond
Coutens,09102,9500.0,09,Ariège,176.0,CARBONNEL,André
Crampagna,09103,9120.0,09,Ariège,924.0,MABILLOT,Michel
Dalou,09104,9120.0,09,Ariège,779.0,MANGEMATIN,Véronique
Daumazan-sur-Arize,09105,9350.0,09,Ariège,773.0,MAURETTE,Carole
Dreuilhe,09106,9300.0,09,Ariège,358.0,CAROL,Jacques
Dun,09107,9600.0,09,Ariège,642.0,PAULY,Florent
Durban-sur-Arize,09108,9240.0,09,Ariège,176.0,CLAUSTRES,Hervé
Durfort,09109,9130.0,09,Ariège,184.0,BALONDRADE,Marie-José
Encourtiech,09110,9200.0,09,Ariège,95.0,DEDIEU,Jean-Claude
Engomer,09111,9800.0,09,Ariège,312.0,LE HIR,Jean-Claude
Ercé,09113,9140.0,09,Ariège,576.0,CARRÈRE,Christian
Erp,09114,9200.0,09,Ariège,132.0,DÉGA,Jean-Claude
Esclagne,09115,9600.0,09,Ariège,124.0,ROUGE,Mariette
Escosse,09116,9100.0,09,Ariège,364.0,BARRIÈRE,Christian
Esplas,09117,9700.0,09,Ariège,106.0,HERRAIZ,Simon
Esplas-de-Sérou,09118,9420.0,09,Ariège,175.0,DELORT,Nathalie
Eycheil,09119,9200.0,09,Ariège,535.0,DESBIAUX,Eric
Fabas,09120,9230.0,09,Ariège,345.0,SAINT-GERMES,Jean-Pierre
Ferrières-sur-Ariège,09121,9000.0,09,Ariège,761.0,DOUMENC-CAUBÈRE,Martine
Foix,09122,9000.0,09,Ariège,9472.0,BORDES,Marine
Fornex,09123,9350.0,09,Ariège,110.0,BUSATO,Philippe
Le Fossat,09124,9130.0,09,Ariège,1051.0,ARNAUD,François
Fougax-et-Barrineuf,09125,9300.0,09,Ariège,428.0,LAFFONT,Hervé Antoine
Freychenet,09126,9300.0,09,Ariège,82.0,MORÉREAU,Michel
Gabre,09127,9290.0,09,Ariège,124.0,DEJEAN,Jean-Paul
Gajan,09128,9190.0,09,Ariège,320.0,AURIAC,Nathalie
Galey,09129,9800.0,09,Ariège,114.0,BUGAT,Laurence
Ganac,09130,9000.0,09,Ariège,734.0,VILLE,Pierre
Garanou,09131,9250.0,09,Ariège,146.0,OLIVIÉ,Thierry
Gaudiès,09132,9700.0,09,Ariège,240.0,VIDAL,Philippe
Génat,09133,9400.0,09,Ariège,23.0,ROUQUIER,Jean-Paul
Gestiès,09134,9220.0,09,Ariège,33.0,MARFAING,Alain
Gourbit,09136,9400.0,09,Ariège,75.0,DEFFARGES,Bernard
Gudas,09137,9120.0,09,Ariège,200.0,MARCEROU,Yves
L'Herm,09138,9000.0,09,Ariège,192.0,SERRES,Jean-Claude
L'Hospitalet-près-l'Andorre,09139,9390.0,09,Ariège,105.0,DIAZ,Arnaud
Ignaux,09140,9110.0,09,Ariège,126.0,BARRE,Michel
Illartein,09141,9800.0,09,Ariège,73.0,DEDIEU,Dalia
Ilhat,09142,9300.0,09,Ariège,125.0,POPLINEAU,Christian
Illier-et-Laramade,09143,9220.0,09,Ariège,37.0,DUPUY,André
Les Issards,09145,9100.0,09,Ariège,250.0,ROBERT,Serge
Justiniac,09146,9700.0,09,Ariège,59.0,VALLÈS,Christine
Labatut,09147,9700.0,09,Ariège,177.0,CRESPY,Jean
Lacave,09148,9160.0,09,Ariège,118.0,GARNIER,Stéphane
Lacourt,09149,9200.0,09,Ariège,196.0,PETITALOT,Richard
Lagarde,09150,9500.0,09,Ariège,202.0,CHAUBET,Christian
Lanoux,09151,9130.0,09,Ariège,58.0,DE KERIMEL,Mathieu
Lapège,09152,9400.0,09,Ariège,19.0,CLAUSTRES,Jean-Claude
Lapenne,09153,9500.0,09,Ariège,119.0,PALMADE,Lucien
Larbont,09154,9240.0,09,Ariège,61.0,EYCHENNE,Jean-Louis
Larcat,09155,9310.0,09,Ariège,48.0,CARBONELL,Didier
Larnat,09156,9310.0,09,Ariège,19.0,GOUZY,Claude
Laroque-d'Olmes,09157,9600.0,09,Ariège,2371.0,LAFFONT,Patrick
Lasserre,09158,9230.0,09,Ariège,252.0,BARI,Alain
Lassur,09159,9310.0,09,Ariège,88.0,MARTINEZ,Richard
Lavelanet,09160,9300.0,09,Ariège,6035.0,SANCHEZ,Marc
Léran,09161,9600.0,09,Ariège,617.0,BERTRAND,Sébastien
Lercoul,09162,9220.0,09,Ariège,14.0,LAFON,François
Lescousse,09163,9100.0,09,Ariège,81.0,BELLINI,Max
Lescure,09164,9420.0,09,Ariège,486.0,PERIGAUD,Maryse
Lesparrou,09165,9300.0,09,Ariège,231.0,AUDOUY,Pascale
Leychert,09166,9300.0,09,Ariège,108.0,VOEGELI,Bernard
Lézat-sur-Lèze,09167,9210.0,09,Ariège,2349.0,COURNEIL,Jean-Claude
Lieurac,09168,9300.0,09,Ariège,184.0,BARATHIEU,Hadrien
Limbrassac,09169,9600.0,09,Ariège,120.0,VUILLEN,Frédéric
Lissac,09170,9700.0,09,Ariège,245.0,DUPRÉ-GODFREY,Monique
Lordat,09171,9250.0,09,Ariège,66.0,MARCAILLOU,Christian
Loubaut,09172,9350.0,09,Ariège,26.0,BORDALLO,Ramon
Loubens,09173,9120.0,09,Ariège,286.0,LASSUS,Régis
Loubières,09174,9000.0,09,Ariège,358.0,BELARD,Denis
Ludiès,09175,9100.0,09,Ariège,96.0,BOUCHÉ,Danielle
Luzenac,09176,9250.0,09,Ariège,515.0,LOUBET,Christian
Madière,09177,9100.0,09,Ariège,261.0,DEJEAN,Jean
Malegoude,09178,9500.0,09,Ariège,40.0,LOPEZ-NAYRAC,Marie
Malléon,09179,9120.0,09,Ariège,81.0,LAGARDE-AUTHIÉ,Colette
Manses,09180,9500.0,09,Ariège,117.0,VERDIER,Simone
Le Mas-d'Azil,09181,9290.0,09,Ariège,1208.0,BERDOU,Raymond
Massat,09182,9320.0,09,Ariège,733.0,LEBLON,Denis
Mauvezin-de-Prat,09183,9160.0,09,Ariège,101.0,CAU,Alain
Mauvezin-de-Sainte-Croix,09184,9230.0,09,Ariège,51.0,JEAN-NOUVELLE,Patricia
Mazères,09185,9270.0,09,Ariège,3868.0,MARETTE,Louis
Méras,09186,9350.0,09,Ariège,100.0,DESCUNS,Lyliane
Mercenac,09187,9160.0,09,Ariège,351.0,COUMES,Raymond
Mercus-Garrabet,09188,9400.0,09,Ariège,1215.0,TESTA,Patricia
Mérens-les-Vals,09189,9110.0,09,Ariège,168.0,SICRE,Jean-Pierre
Mérigon,09190,9230.0,09,Ariège,111.0,GROS,Yvan
Miglos,09192,9400.0,09,Ariège,122.0,LACROIX,Sébastien
Mijanès,09193,9460.0,09,Ariège,59.0,DUBUC,Christian
Mirepoix,09194,9500.0,09,Ariège,3120.0,CAUX,Xavier
Monesple,09195,9130.0,09,Ariège,27.0,RUMEAU,Colette
Montagagne,09196,9240.0,09,Ariège,79.0,MALGAT,Céline
Montaillou,09197,9110.0,09,Ariège,17.0,CLERGUE,Jean
Montardit,09198,9230.0,09,Ariège,219.0,COUZINET,Eric
Montaut,09199,9700.0,09,Ariège,695.0,JOUSSEAUME,Yannick
Montbel,09200,9600.0,09,Ariège,95.0,TERPANT,Pierre
Montégut-en-Couserans,09201,9200.0,09,Ariège,77.0,POUCHES,Henri
Montégut-Plantaurel,09202,9120.0,09,Ariège,327.0,ESTRADE,Sylvie
Montels,09203,9240.0,09,Ariège,151.0,RESPAUD,Thierry
Montesquieu-Avantès,09204,9200.0,09,Ariège,257.0,FERT,Jocelyne
Montfa,09205,9350.0,09,Ariège,90.0,GILLIOT,Diane
Montferrier,09206,9300.0,09,Ariège,549.0,LAFFONT,Frédéric Philippe
Montgailhard,09207,9330.0,09,Ariège,1472.0,BARBONE,Elisa
Montgauch,09208,9160.0,09,Ariège,116.0,ICART,Guy
Montjoie-en-Couserans,09209,9200.0,09,Ariège,1002.0,BUSCA,Ginette
Montoulieu,09210,9000.0,09,Ariège,413.0,FERNANDEZ,Françoise
Montségur,09211,9300.0,09,Ariège,116.0,DIGOUDÉ,Nicolas
Montseron,09212,9240.0,09,Ariège,106.0,PONS,Alain
Moulin-Neuf,09213,9500.0,09,Ariège,238.0,BAQUER,Céline
Moulis,09214,9200.0,09,Ariège,782.0,SOUQUE,Damien
Nalzen,09215,9300.0,09,Ariège,115.0,FERRIE,Patrick
Nescus,09216,9240.0,09,Ariège,59.0,AMARDEILH,Geneviève
Niaux,09217,9400.0,09,Ariège,153.0,IDARRETA,Jean
Orgeix,09218,9110.0,09,Ariège,97.0,GONZALEZ,Betty
Orgibet,09219,9800.0,09,Ariège,174.0,DELCLAUX,Yvette
Orlu,09220,9110.0,09,Ariège,162.0,NAUDY,Alain
Ornolac-Ussat-les-Bains,09221,9400.0,09,Ariège,249.0,ARAUD,Benoit
Orus,09222,9220.0,09,Ariège,26.0,DELPY,Éric Albert
Oust,09223,9140.0,09,Ariège,565.0,DE MERITENS DE VILLENEUVE,Richard
Pailhès,09224,9130.0,09,Ariège,499.0,LASSALLE,Yvon
Pamiers,09225,9100.0,09,Ariège,16394.0,THIENNOT,Frédérique
Pech,09226,9310.0,09,Ariège,37.0,SUBRA,Véronique
Péreille,09227,9300.0,09,Ariège,190.0,GALLOIS,Marc
Perles-et-Castelet,09228,9110.0,09,Ariège,224.0,DURAND,Gérard
Le Peyrat,09229,9600.0,09,Ariège,486.0,BOULBES,Alain
Le Pla,09230,9460.0,09,Ariège,62.0,BOUSQUET,Sylvette
Le Port,09231,9320.0,09,Ariège,167.0,MORALES,Noëlle
Prades,09232,9110.0,09,Ariège,38.0,PELOFFI,Hervé
Pradettes,09233,9600.0,09,Ariège,44.0,BONNET,Francis
Pradières,09234,9000.0,09,Ariège,123.0,PALACIOS,Serge
Prat-Bonrepaux,09235,9160.0,09,Ariège,857.0,CÉCILE,Emmanuel
Prayols,09236,9000.0,09,Ariège,367.0,LAGUERRE,Francis
Le Puch,09237,9460.0,09,Ariège,29.0,UTEZA,Michel
Les Pujols,09238,9100.0,09,Ariège,851.0,BLASQUEZ,Jérome
Quérigut,09239,9460.0,09,Ariège,138.0,BATAILLE,Jean-François
Quié,09240,9400.0,09,Ariège,298.0,FOURNIE,Jean-Bernard
Rabat-les-Trois-Seigneurs,09241,9400.0,09,Ariège,366.0,DENJEAN,Yolande
Raissac,09242,9300.0,09,Ariège,54.0,HOAREAU,François
Régat,09243,9600.0,09,Ariège,89.0,MORELL,Michel
Rieucros,09244,9500.0,09,Ariège,716.0,ROQUES,André
Rieux-de-Pelleport,09245,9120.0,09,Ariège,1268.0,VILAPLANA,Anne
Rimont,09246,9420.0,09,Ariège,536.0,BONNEL,Frédéric
Rivèrenert,09247,9200.0,09,Ariège,176.0,,
Roquefixade,09249,9300.0,09,Ariège,147.0,SABATIER,Michel
Roquefort-les-Cascades,09250,9300.0,09,Ariège,86.0,CAZENAVE,Patrick
Roumengoux,09251,9500.0,09,Ariège,165.0,CROUZET,Anthony
Rouze,09252,9460.0,09,Ariège,88.0,MAGDALOU,Francis
Sabarat,09253,9350.0,09,Ariège,394.0,MILHORAT,Laurent
Saint-Amadou,09254,9100.0,09,Ariège,261.0,VILLEROUX,Serge
Saint-Bauzeil,09256,9120.0,09,Ariège,58.0,MIROUZE,Jean-Pierre
Sainte-Croix-Volvestre,09257,9230.0,09,Ariège,641.0,DOUSSAIN,Jean
Saint-Félix-de-Rieutord,09258,9120.0,09,Ariège,467.0,BESNARD,Daniel
Saint-Félix-de-Tournegat,09259,9500.0,09,Ariège,152.0,DURAND,Sébastien
Sainte-Foi,09260,9500.0,09,Ariège,30.0,GAILLARD,Daniel
Saint-Girons,09261,9200.0,09,Ariège,6250.0,VIGNEAU,Jean-Noel
Saint-Jean-d'Aigues-Vives,09262,9300.0,09,Ariège,374.0,ROSSI,Jean-Louis
Saint-Jean-du-Castillonnais,09263,9800.0,09,Ariège,23.0,SABLAYROLLES,Marion
Saint-Jean-de-Verges,09264,9000.0,09,Ariège,1291.0,FONTAINE,Brigitte
Saint-Jean-du-Falga,09265,9100.0,09,Ariège,2860.0,DOUSSAT,Michel
Saint-Julien-de-Gras-Capou,09266,9500.0,09,Ariège,79.0,DERAMOND,Mathilde
Saint-Lary,09267,9800.0,09,Ariège,137.0,DUBUC,Gérard
Saint-Lizier,09268,9190.0,09,Ariège,1377.0,PICHAN,Michel
Saint-Martin-de-Caralp,09269,9000.0,09,Ariège,367.0,PUJOL,Jean-Louis
Saint-Martin-d'Oydes,09270,9100.0,09,Ariège,241.0,CANTIÉ,Aurélie
Saint-Michel,09271,9100.0,09,Ariège,86.0,EYCHENNE,Sandrine
Saint-Paul-de-Jarrat,09272,9000.0,09,Ariège,1346.0,TARTIÉ,Michel
Saint-Pierre-de-Rivière,09273,9000.0,09,Ariège,674.0,RUMEAU,Véronique
Saint-Quentin-la-Tour,09274,9500.0,09,Ariège,329.0,TOMEO,Alain
Saint-Quirc,09275,9700.0,09,Ariège,370.0,LE LOSTEC,Martine
Saint-Victor-Rouzaud,09276,9100.0,09,Ariège,219.0,PRAX,Denis
Saint-Ybars,09277,9210.0,09,Ariège,688.0,BOY,Francis
Salsein,09279,9800.0,09,Ariège,47.0,PUJOL,Francis
Saurat,09280,9400.0,09,Ariège,678.0,ROUAN,Jean-Luc
Sautel,09281,9300.0,09,Ariège,127.0,MORETTO,Richard
Saverdun,09282,9700.0,09,Ariège,4815.0,CALLEJA,Philippe
Savignac-les-Ormeaux,09283,9110.0,09,Ariège,402.0,PECH,Nicolas
Ségura,09284,9120.0,09,Ariège,191.0,CAMPOURCY,Jean-Claude
Seix,09285,9140.0,09,Ariège,724.0,BIELLE,Georgette
Senconac,09287,9250.0,09,Ariège,8.0,,
Lorp-Sentaraille,09289,9190.0,09,Ariège,1427.0,LAMARY,Bernard
Sentein,09290,9800.0,09,Ariège,164.0,SEUBE,Marc-Henri
Sentenac-d'Oust,09291,9140.0,09,Ariège,104.0,DURAN,Damien
Sentenac-de-Sérou,09292,9240.0,09,Ariège,53.0,TEYCHENNÉ,Anaïs
Serres-sur-Arget,09293,9000.0,09,Ariège,725.0,GARNIER,Alain
Sieuras,09294,9130.0,09,Ariège,97.0,CAUHAPÉ,Jean-Louis
Siguer,09295,9220.0,09,Ariège,96.0,CAUJOLLE,Marie-Line
Aulos-Sinsat,09296,9310.0,09,Ariège,153.0,STROH,Jean Jacques
Sor,09297,9800.0,09,Ariège,27.0,GENCE,Aline
Sorgeat,09298,9110.0,09,Ariège,87.0,BARRE,Jérôme
Soueix-Rogalle,09299,9140.0,09,Ariège,429.0,BONTÉ,Christiane
Soula,09300,9000.0,09,Ariège,173.0,AUDINOS,Michel
Soulan,09301,9320.0,09,Ariège,382.0,ICART,Michel
Surba,09303,9400.0,09,Ariège,326.0,AYCHET,Henri
Suzan,09304,9240.0,09,Ariège,20.0,FAURÉ,Gabriel
Tabre,09305,9600.0,09,Ariège,347.0,SERRE,Pascal
Tarascon-sur-Ariège,09306,9400.0,09,Ariège,3034.0,SUTRA,Alain
Taurignan-Castet,09307,9160.0,09,Ariège,157.0,FALGUIÉ-LE BRIS,Jean-Paul
Taurignan-Vieux,09308,9190.0,09,Ariège,208.0,BERNÈRE,Magalie
Teilhet,09309,9500.0,09,Ariège,159.0,CHAUVRY,Francis
Thouars-sur-Arize,09310,9350.0,09,Ariège,43.0,FALLICO,Gaëtano
Tignac,09311,9110.0,09,Ariège,21.0,FERRAND,Joseph
La Tour-du-Crieu,09312,9100.0,09,Ariège,3246.0,BAYARD,Sophie
Tourtouse,09313,9230.0,09,Ariège,162.0,MAURAN,Jacqueline
Tourtrol,09314,9500.0,09,Ariège,253.0,BIARD,Michel
Trémoulet,09315,9700.0,09,Ariège,113.0,ALABERT,Jacques
Troye-d'Ariège,09316,9500.0,09,Ariège,108.0,ESQUERRER,Marcel
Unac,09318,9250.0,09,Ariège,126.0,LANGLADE,Christophe
Unzent,09319,9100.0,09,Ariège,117.0,SÉJOURNÉ,Bernard
Urs,09320,9310.0,09,Ariège,26.0,LOPES-PINTO,Jean
Ussat,09321,9400.0,09,Ariège,309.0,DUNGLAS,Bernard
Ustou,09322,9140.0,09,Ariège,264.0,SERVAT,Alain
Vals,09323,9500.0,09,Ariège,88.0,FABRE,Emmanuel
Varilhes,09324,9120.0,09,Ariège,3495.0,ESTEBAN,Martine
Vaychis,09325,9110.0,09,Ariège,33.0,DAIN,Sylvie
Vèbre,09326,9310.0,09,Ariège,118.0,ROUZOUL,Jean
Ventenac,09327,9120.0,09,Ariège,237.0,LUCAT,Jacques
Verdun,09328,9310.0,09,Ariège,210.0,MIQUEL,Alain
Vernajoul,09329,9000.0,09,Ariège,710.0,FERRE,Jean-Paul
Vernaux,09330,9250.0,09,Ariège,31.0,VAN DER VALK,Raphaël
Le Vernet,09331,9700.0,09,Ariège,704.0,LAFON,Denis
Verniolle,09332,9340.0,09,Ariège,2338.0,BOUBY,Annie
Val-de-Sos,09334,9220.0,09,Ariège,543.0,DANDINE,Marie-José
Villeneuve,09335,9800.0,09,Ariège,41.0,LAFFONT,Serge
Villeneuve-d'Olmes,09336,9300.0,09,Ariège,960.0,SGOBBO,Gérald
Villeneuve-du-Latou,09338,9130.0,09,Ariège,154.0,JALOUX,Philippe
Villeneuve-du-Paréage,09339,9100.0,09,Ariège,765.0,IZAAC,Jeanine
Vira,09340,9120.0,09,Ariège,157.0,SPRIET,Jean-François
Viviès,09341,9500.0,09,Ariège,154.0,DEDIEU,René
Sainte-Suzanne,09342,9130.0,09,Ariège,239.0,ALBERO,Elisabeth
Ailleville,10002,10200.0,10,Aube,227.0,HACKEL,Claude
Aix-Villemaur-Pâlis,10003,10160.0,10,Aube,3437.0,DELSERT-BROQUET,Séverine
Allibaudières,10004,10700.0,10,Aube,213.0,MEUNIER,Bruno
Amance,10005,10140.0,10,Aube,246.0,PIETREMONT,Jean-Michel
Arcis-sur-Aube,10006,10700.0,10,Aube,2759.0,HITTLER,Charles
Arconville,10007,10200.0,10,Aube,105.0,GAUCHER,Guillaume
Argançon,10008,10140.0,10,Aube,114.0,TOURNEMEULLE,Rémi
Arrelles,10009,10340.0,10,Aube,85.0,GUILLEMIN,Robert
Arrembécourt,10010,10330.0,10,Aube,46.0,HERBIN,Bernadette
Arrentières,10011,10200.0,10,Aube,198.0,MENNETRIER,Alain
Arsonval,10012,10200.0,10,Aube,295.0,GEOFFROY,Mikaël
Assenay,10013,10320.0,10,Aube,140.0,GARNERIN,David
Assencières,10014,10220.0,10,Aube,187.0,PINET,Jean-Louis
Aubeterre,10015,10150.0,10,Aube,385.0,BEAUSSIER,Jean-Marie
Aulnay,10017,10240.0,10,Aube,117.0,CARTIER,Jacky
Auxon,10018,10130.0,10,Aube,982.0,LORNE,Thierry
Val-d'Auzon,10019,10220.0,10,Aube,372.0,JAILLIARD,John
Avant-lès-Marcilly,10020,10400.0,10,Aube,499.0,DALLE,Michel
Avant-lès-Ramerupt,10021,10240.0,10,Aube,153.0,MAILIER,Denis
Avirey-Lingey,10022,10340.0,10,Aube,201.0,REBOURS,Magali
Avon-la-Pèze,10023,10290.0,10,Aube,201.0,HAZOUARD,Frédéric
Avreuil,10024,10130.0,10,Aube,169.0,DELCHER,François
Bagneux-la-Fosse,10025,10340.0,10,Aube,173.0,GLORIEUX,Éric
Bailly-le-Franc,10026,10330.0,10,Aube,37.0,BOURGOIN,Michel
Balignicourt,10027,10330.0,10,Aube,58.0,JOANOT,Pascal
Balnot-la-Grange,10028,10210.0,10,Aube,115.0,NOSLEY,Patrice
Balnot-sur-Laignes,10029,10110.0,10,Aube,154.0,FOURNIER,Eric
Barberey-Saint-Sulpice,10030,10600.0,10,Aube,1563.0,HUBINOIS,Alain
Barbuise,10031,10400.0,10,Aube,461.0,BOYER,Alain
Baroville,10032,10200.0,10,Aube,285.0,RIGOLLOT,Marie-Noëlle
Bar-sur-Aube,10033,10200.0,10,Aube,4753.0,BORDE,Philippe
Bar-sur-Seine,10034,10110.0,10,Aube,2877.0,BARONI,Dominique
Bayel,10035,10310.0,10,Aube,743.0,CAILLET-MEYER,Laurence
Bercenay-en-Othe,10037,10190.0,10,Aube,427.0,GITZHOFFEN,Jean-Pierre
Bercenay-le-Hayer,10038,10290.0,10,Aube,194.0,LAVILLETTE,Jacques
Bergères,10039,10200.0,10,Aube,112.0,PETIT,Florence
Bernon,10040,10130.0,10,Aube,164.0,LANGARD,Christian
Bertignolles,10041,10110.0,10,Aube,51.0,BOITHIER,Dominique
Bérulle,10042,10160.0,10,Aube,196.0,PLOUVIEZ,Gilles
Bessy,10043,10170.0,10,Aube,118.0,THOMAS,Jean-Marc
Bétignicourt,10044,10500.0,10,Aube,32.0,BEUDOT,Guillaume
Beurey,10045,10140.0,10,Aube,178.0,CARRIC,Laurent
Blaincourt-sur-Aube,10046,10500.0,10,Aube,103.0,CHOFFÉ,Francis
Blignicourt,10047,10500.0,10,Aube,42.0,LAURENT,François
Bligny,10048,10200.0,10,Aube,161.0,LORIN,Thierry
Les Bordes-Aumont,10049,10800.0,10,Aube,530.0,CHATEL,Laurent
Bossancourt,10050,10140.0,10,Aube,194.0,BERTRAND,Annick
Bouilly,10051,10320.0,10,Aube,1076.0,GROUX,Benoît
Boulages,10052,10380.0,10,Aube,223.0,GODOT,Fabienne
Bouranton,10053,10270.0,10,Aube,615.0,VOLHUER,Michel
Bourdenay,10054,10290.0,10,Aube,117.0,CAMUT,Jean-Baptiste
Bourguignons,10055,10110.0,10,Aube,255.0,BERLOT,Claude
Bouy-Luxembourg,10056,10220.0,10,Aube,252.0,DEBOUY,Eric
Bouy-sur-Orvin,10057,10400.0,10,Aube,53.0,JEROME,Michel Maurice
Bragelogne-Beauvoir,10058,10340.0,10,Aube,228.0,GRIFFON,Hervé
Braux,10059,10500.0,10,Aube,112.0,LORPHELIN,Claude
Bréviandes,10060,10450.0,10,Aube,3034.0,BLASCO,Thierry
Brévonnes,10061,10220.0,10,Aube,661.0,FINELLO,Lydie
Briel-sur-Barse,10062,10140.0,10,Aube,198.0,VIARD,Christophe
